DealID,Company,InvestorFund,Deal Size Status,DealDate,DealType,DealType2,DealType3,DealSize,Post Valuation,DealSynopsis,DealStatus,Financing Status,Business Status,Investors,PrimaryIndustry,Verticals,Description,HQ Location,Company_norm,IsEntry,IsExit
10208-35T,RailWorks,MatlinPatterson Global Opportunities Partners(MatlinPatterson Global Advisers),Actual,2002-11-13,Buyout/LBO,Public to Private,,210.0,210.0,"The company was acquired by MatlinPatterson Global Advisers through a $210 million public-to-private LBO on November 13, 2002.",Completed,Private Equity-Backed,Generating Revenue,MatlinPatterson Global Advisers(David Matlin),Construction and Engineering,"Infrastructure, Manufacturing","Provider of track and transit system construction services intended to serve transit authorities, short-line railroads and rail-served commercial and industrial companies. The company specializes in track construction, electrical systems construction, railroad construction, rehabilitation and maintenance services, ensuring that people and goods continue to move across the United States and Canada.","New York, NY",railworks,True,False
28843-75T,Flow International,American Industrial Partners Capital Fund V(American Industrial Partners),Actual,2014-01-31,Buyout/LBO,Add-on,Public to Private,209.0,209.0,"The company was acquired through a $209 million LBO on January, 31 2014.",Completed,Private Equity-Backed,Profitable,"American Industrial Partners, Shape Technologies Group(David Savage)",Machinery (B2B),"Industrials, Manufacturing","Manufacturer of industrial waterjet machines intended for cutting and cleaning applications. The company offers ultrahigh-pressure waterjet technology and waterjet systems, thereby enabling its clients to be provided with comprehensive service and support at a competitive price.","Kent, WA",flow international,True,False
85878-28T,Innocoll,Gurnet Point Capital Fund(B-FLEXION Life Sciences),Actual,2017-07-24,Buyout/LBO,Public to Private,,209.0,209.0,"The company was acquired by Gurnet Point Capital through a $209 million public-to-private LBO on July 24, 2017. As a result, the company will be delisted. Gurnet Point Capital also provided a $10 million term loan to provide the additional resources needed for the continued development of XARACOLL. This transaction supports Gurnet Point's strategy of deploying long-term capital in life sciences, medical technology and healthcare services companies across all stages of development to commercialization.",Completed,Private Equity-Backed,Generating Revenue,B-FLEXION Life Sciences(Christopher Viehbacher),Pharmaceuticals,Life Sciences,"Developer of collagen-based specialty pharmaceuticals and medical devices designed to focus on addressing patient needs for postsurgical pain management. The company utilizes a proprietary collagen-based technology platform to develop biodegradable and fully bioresorbable products and pharmaceuticals that can be broken down by the body without the need for surgical removal and topical application, enabling clients to get non-opioid pain management alternatives for certain surgeries.","Princeton, NJ",innocoll,True,False
10794-97T,Mpower Communication,"Clarity Partners I(Clarity Partners), Investcorp Technology Ventures Fund(Investcorp)",Actual,2006-08-04,Buyout/LBO,Add-on,Public to Private,204.0,204.0,"The company was acquired by TelePacific Communications, via its financial sponsor Investcorp and Clarity Partners, through a $204 million LBO on August 4, 2006. As a part of the transaction the company was delisted from the NASDAQ stock exchange.",Completed,Private Equity-Backed,Profitable,"Clarity Partners(Stephen Rader), Investcorp(Lars Haegg), TPx Communications",Telecommunications Service Providers,TMT,"Provider of broadband data and voice communication services. The company offers a full range of telephone, high-speed data, internet access, and web hosting services.","Pittsford, NY",mpower communication,True,False
164162-89T,PRGX Global,Ardian Co-Investment Fund V(Ardian),Actual,2021-03-04,Buyout/LBO,Public to Private,,200.65,195.0,"The company was acquired by Ardian, Oaktree Specialty Lending BDC and Oaktree Strategic Income II BDC through a $195 million public-to-private LBO on March 4, 2021. The transaction was supported by $48.23 million of debt financing.",Completed,Private Equity-Backed,Profitable,"Ardian(Vincent Fandozzi), Brookfield Oaktree Holdings",Consulting Services (B2B),,"Provider of recovery auditing and spend analytics services intended for banks, insurance, retail and telecommunication industries. The company offers services like recovery audit, spend analytics, contract compliance, payment analytics and supplier information management services, enabling to help companies to reach wider, dig deeper and act faster to get more value out of their source-to-pay data.","Atlanta, GA",prgx global,True,False
16074-37T,Day International,,Actual,1995-04-01,Buyout/LBO,Public to Private,,200.0,200.0,"The company was acquired by American Industrial Partners through a $200 million LBO on April 1, 1995. The company was privatized as a result of this transaction.",Completed,Private Equity-Backed,Generating Revenue,American Industrial Partners,Synthetic Textiles,Manufacturing,"Manufacturer of engineered rubber products. The company produces and markets highly precision engineered rubber products such as blankets used on off-setting printing presses to transfer ink to paper as well as rubber rolls, cots and aprons for the textile and graphic arts industries.","Dayton, OH",day international,True,False
10211-50T,Embarcadero Technologies,,Actual,2007-06-25,Buyout/LBO,Public to Private,,200.0,200.0,"The company was acquired by Thomas Bravo through a $200 million LBO on June 25, 2007.",Completed,Private Equity-Backed,Generating Revenue,Thoma Bravo(Orlando Bravo),Software Development Applications,TMT,"Provider of strategic data management solutions. The company delivers database tools that companies use to design, develop and manage databases and the data they contain. The company's flagship database tools include: ER/Studio, DBartisan, rapid SQL and change manager. The company has offices in Melbourne, Australia, Munich, Germany and Maidenhead, United Kingdom.","Austin, TX",embarcadero technologies,True,False
98276-14T,HEAT Software (JSE: XCH),Francisco Partners(Francisco Partners),Estimated,2006-01-11,Buyout/LBO,Public to Private,,200.0,200.0,"The company was acquired by Francisco Partners through a $200 million public-to-private LBO on January 11, 2006. This investment will enable the company to continue pursuing an aggressive growth strategy and reaffirms commitment to provide its customers and partners with market-leading products and superior service and support.",Completed,Private Equity-Backed,Generating Revenue,Francisco Partners(Neil Garfinkel),Network Management Software,"SaaS, TMT","Developer of hybrid service management (SM) and unified endpoint management (UEM) software. The company offers hybrid service management and unified endpoint management software from a single platform for management of information technology, human resource, finance, customer service and other enterprise functions with operational efficiencies, reduced cost and minimum complexity.","Milpitas, CA",heat software (jse: xch),True,False
199804-60T,Hill International,Saybrook Municipal Opportunity Fund VI(Saybrook Capital),Estimated,2022-12-27,Buyout/LBO,Add-on,Public to Private,200.0,200.0,"The company was acquired by Global Infrastructure Solutions, via its financial sponsor Saybrook Capital, through an estimated $200 million public-to-private LBO on December 27, 2022. The acquisition benefits the company with expanded access to operational expertise and resources to accelerate its growth.",Completed,Private Equity-Backed,Generating Revenue,"Global Infrastructure Solutions(Richard Newman), Saybrook Capital(Jonathan Rosenthal)",Consulting Services (B2B),Industrials,"Provider of consulting services serving construction, transportation, environmental, energy and industrial markets. The company offers program management, project management, construction management and project management oversight as well as quality assurance, inspection, scheduling, risk management, and advisory services, thereby helping companies identify the potential risks facing a project and provide recommendations on how to effectively navigate these risks.","Mount Laurel, NJ",hill international,True,False
109945-72T,Jamba Juice,Roark Capital Partners II(Roark Capital Group),Actual,2018-09-13,Buyout/LBO,Add-on,Public to Private,200.0,200.0,"The company was acquired by Focus Brands, via its financial sponsor Roark Capital Group, through a $200 million LBO on September 13, 2018. As a result of the acquisition, Jamba ceased trading prior to the open of the market on September 13 and will no longer be listed on NASDAQ.",Completed,Private Equity-Backed,Generating Revenue,"GoTo Foods(Steve DeSutter), Roark Capital Group(Neal Aronson)",Beverages,,"Retailer of specialty beverage and food items based in Atlanta, Georgia. The company's offerings include whole fruit smoothies, squeezed juices, juice blends and a range of food items including, healthy edibles, thereby helping the mass market to achieve a healthy lifestyle.","Atlanta, GA",jamba juice,True,False
80219-26T,Leaseway Transportation,,Actual,1995-03-15,Buyout/LBO,Add-on,Public to Private,200.0,200.0,"The company (NAS: LSWY) was acquired by Penske Truck Leasing, via its financial sponsor General Electric Capital, through a $200 million public-to-private LBO on March 15, 1995.",Completed,Private Equity-Backed,Generating Revenue,"GE Capital, Penske Truck Leasing",Logistics,"Industrials, Manufacturing","Provider of trucking and leasing services based in Beachwood, Ohio. The company operates as a contract carrier and offers physical distribution services to manufacturers, distributors, and retailers in the United States and Canada.","Beachwood, OH",leaseway transportation,True,False
10271-26T,PlayCore,Chartwell Investments II(Chartwell Investments Entrepreneur & Founder Capital),Actual,2000-05-01,Buyout/LBO,Secondary Buyout,Public to Private,200.0,212.8,"The company was acquired through a $200 million LBO on May, 1 2000. The transaction was supported by $115 million of debt financing.",Completed,Private Equity-Backed,Generating Revenue,Chartwell Investments Entrepreneur & Founder Capital,Recreational Goods,Manufacturing,"Manufacturer of playground equipment and recreation products intended to serve commercial and consumer markets. The company offers the design, manufacture, and marketing of commercial playgrounds, parks, recreation, performance, and specialty equipment, thereby ensuring that people of all ages, abilities, and interests can live active healthy lifestyles.","Chattanooga, TN",playcore,True,False
71287-93T,Skullcandy,Mill Road Capital II(Mill Road Capital),Actual,2016-10-03,Buyout/LBO,Public to Private,,196.6,196.6,"The company was acquired by Mill Road Capital for on October 3, 2016 through a public-to-private transaction. The company will become a private company and its shares of common stock will no longer be publicly traded. As a part of transaction company received debt from Monroe Capital, Wells Fargo and PNC.",Completed,Private Equity-Backed,Profitable,Mill Road Capital(Thomas Lynch),Electronics (B2C),Manufacturing,"Manufacturer of headphones and allied accessories based in Park City, United States. The company's products include wireless and wired headphones, earbuds, speakers and gaming headsets and it also offers other accessories such as power banks, wireless charging pads, power adapters, bags, caps and socks intended to make products that make products that connect people to music on a physical level.","Park City, UT",skullcandy,True,False
76852-63T,Hope Utilities,BlackRock Global Energy and Power Infrastructure Fund II(BlackRock),Estimated,2017-08-04,Buyout/LBO,Public to Private,,196.0,196.0,"The company (ASE: EGAS) was acquired by BlackRock through a $196 million public-to-private LBO on August 4, 2017. The acquisition of Gas Natural establishes a new platform in the natural gas distribution space for BlackRock's Global Energy & Power Infrastructure group. The company's shares will no longer be traded on ASE exchange.",Completed,Private Equity-Backed,Profitable,BlackRock (NYS: BLK),Holding Companies,,"Operator of holding company owns natural gas and water distribution utilities across 9 states. The company provides natural gas and water production, marketing and distribution, thereby enabling clients with safe, reliable and cost-effective utility services.","Morgantown, WV",hope utilities,True,False
254007-19T,L.S. Starrett Company,MiddleGround Partners III(MiddleGround Capital),Actual,2024-03-15,Buyout/LBO,Public to Private,,195.0,195.0,"The company was acquired by MiddleGround Capital through a $195 million public-to-private LBO on March 15, 2024. The transaction was supported by $75 million of debt financing.",Completed,Private Equity-Backed,Generating Revenue,MiddleGround Capital(John Stewart),Electronic Equipment and Instruments,Manufacturing,"The L S Starrett Co is engaged in the manufacturing of industrial, professional and consumer measuring and cutting tools and related products. Its products include precision tools, electronic gages, gage blocks, optical vision and laser measuring equipment, custom engineered granite solutions, tape measures, levels, chalk products, squares, band saw blades, hole saws, hacksaw blades, jig saw blades, and others. Its products are used in different industries such as metalworking, automotive, aviation, marine, farm, and ""do-it-yourselfers"" and tradesmen such as builders, carpenters, plumbers and electricians. The operating segments of the company are North American Operations is a key revenue driver; International Operations and Global Test and Measurement.","Athol, MA",l s starrett company,True,False
22308-40T,WellSky,Thoma Bravo Fund XI(Thoma Bravo),Actual,2012-11-09,Buyout/LBO,Public to Private,,195.0,195.0,"The company (NASDAQ: MEDW) was acquired by Thoma Bravo through a $195 million Public to Private LBO on November 9, 2012. The transaction was supported by $50.5 million of debt financing.",Completed,Private Equity-Backed,Profitable,Thoma Bravo(Scott Crabill),Enterprise Systems (Healthcare),SaaS,"Developer of software intended for acute, non-acute, community-based care, healthcare providers, accountable care organizations and governments. The company's software offers performance management and information systems to improve collaboration for growth, harness the power of data analytics and achieve better outcomes by further connecting clinical and social care, thereby helping them to improve cost controls, productivity and quality and meet the challenges of their rapidly changing industries.","Overland Park, KS",wellsky,True,False
82641-97T,LMI Aerospace,Walloon Region Investment Fund (SRIW)(Société Régionale d'Investissement de Wallonie),Actual,2017-06-27,Buyout/LBO,Add-on,Public to Private,190.86,190.86,"The company was acquired by Sonaca Group, via its financial sponsor Société Régionale d'Investissement de Wallonie, through a $190.86 million public-to-private LBO on June 27, 2017. The addition of LMI Aerospace to Sonaca Group supports its vision to expand its capabilities in the United States. As a part of the transaction, the company will be delisted from the NASDAQ stock exchange.",Completed,Private Equity-Backed,Profitable,"Société Régionale d'Investissement de Wallonie(Adrien Grabarski), Sonaca(Bernard Delvaux)",Air,"Industrials, Manufacturing","Manufacturer of aircraft parts intended to provide cost-effective aerospace structural assemblies, kits and components. The company's aircraft parts by eliminating duplication, consolidating overhead and increasing efficiencies, enables commercial, business and regional and defense aerospace markets to experience a higher level of design, engineering, fabrication and assembly.","Saint Charles, MO",lmi aerospace,True,False
17172-19T,MIG (Telecommunications Service Providers),,Actual,2007-08-22,Buyout/LBO,Public to Private,,184.5,184.5,"The company was acquired by Salford Capital Partners, Compound Capital and Capital Management and Investment through a $184.5 million public-to-private LBO on August 22, 2007.",Completed,Private Equity-Backed,Generating Revenue,"Capital Management and Investment, Compound Capital, Salford Capital Partners",Telecommunications Service Providers,"Mobile, TMT","Provider of telecommunication services based in Charlotte, North Carolina. The company operates in three segments which include Fixed Telephony, Wireless Telephony, and Cable Television were it provides local telephony services, transit services for other telecommunications operators, and data communications services for businesses and individual customers and Wireless Telephony segment offers mobile telephony and roaming services, and related information services for businesses and individual customers.","Charlotte, NC",mig (telecommunications service providers),True,False
22261-87T,GT Bicycles,Questor Partners Fund I(Questor Management Company),Actual,1998-07-01,Buyout/LBO,Add-on,Public to Private,180.0,180.0,The company was acquired by Schwinn via its financial sponsor Questor Partners in July 1998. Questor acquired all of the stock and debt of GT Bicycles for a price of approximately $180 million.,Completed,Private Equity-Backed,Profitable,"Questor Management Company, Schwinn/GT",Recreational Goods,"Industrials, Manufacturing","Designer and manufacturer of road, mountain and sport bicycles. The company offers mountain, juvenile bicycle motocross (BMX), and road and specialty bicycles and operates under the GT brand name. It also offers different parts and accessories, including bicycle frames, helmets, locks and apparel through a distribution network.","Wilton, CT",gt bicycles,True,False
11712-43T,Chemical Leaman,Apollo Investment Fund III(Apollo Asset Management),Actual,1998-08-28,Buyout/LBO,Add-on,Public to Private,177.8,177.8,"The company was acquired by Quality Distribution, via its financial sponsor Apollo Global Management, through a $177.8 million public-to-private LBO on August 28, 1998.",Completed,Private Equity-Backed,Generating Revenue,"Apollo Asset Management (NYS: APO)(Joshua Harris), Depot Connect International",Logistics,Industrials,"Provider of bulk transportation services for the chemical industry. The company provides transportation and intermodal services to chemical, plastic and other liquid and dry bulk commodity producers in the United States, Canada and Mexico.","Exton, PA",chemical leaman,True,False
139761-82T,Innerworkings,Blackstone Core Equity Partners(Blackstone),Estimated,2020-10-01,Buyout/LBO,Add-on,Public to Private,177.0,177.0,"The company was acquired by HH Global, via its financial sponsors Prudential Private Capital and The Blackstone Group, through an estimated $177 million public to private LBO on October 1, 2020.",Completed,Private Equity-Backed,Profitable,"Blackstone (NYS: BX)(Raphaël De Botton), HH Global(Robert MacMillan), The PGIM Private Capital",Media and Information Services (B2B),Industrials,"InnerWorkings Inc is a marketing supply-chain company that provides marketing solutions, such as advertising materials, branded merchandise, product packaging, and retail displays. The company has three geographical reportable segments namely North America, EMEA, and LATAM. It generates maximum revenue from North America segment. The company operates a software platform called VALO that enables customers to a source, produce, monitor, and analyze their marketing plan with the company.","Chicago, IL",innerworkings,True,False
100591-48T,Key Technology,Warburg Pincus China Fund(Warburg Pincus),Actual,2018-03-20,Buyout/LBO,Add-on,Public to Private,175.0,175.0,"The company was acquired by Duravant, via its financial sponsor Warburg Pincus, through a $175 million public-to-private LBO on March 20, 2018. As a result of the completion of the deal, the common stock of the company will no longer be listed for trading on the NASDAQ Global Select Market.",Completed,Private Equity-Backed,Profitable,"Duravant(Michael Kachmer), Warburg Pincus(Jeffrey Goldfaden)",Machinery (B2B),"Industrials, Manufacturing","Designer and manufacturer of digital sorting, inspecting and conveying equipment based in Walla Walla, Washington. The company's digital sorting, inspecting and conveying machines are manufactured in its own facilities located in the United States, Netherlands, Belgium, Australia and Mexico, enabling clients in the food processing, packaging and material handling sectors to avail increased control, continuous processing and longer machine life.","Walla Walla, WA",key technology,True,False
29256-49T,Vexus,Tower Three Partners Fund II(Tower Three Partners),Actual,2014-06-09,Buyout/LBO,Public to Private,,175.0,175.0,"The company (NYSE: NTS) was acquired by Tower Three Partners through a public-to-private LBO on June 09, 2014 for 175 million.",Completed,Private Equity-Backed,Profitable,Tower Three Partners(Michael Nold),Internet Service Providers,TMT,"Provider of fiber-based internet, voice, and video services intended for both residential and business customers in regions of West Texas, North Texas, and Southeastern Louisiana. The company's services include internet, managed services, local and long-distance telephone, phone systems, and digital TV that is delivered over a pure fiber network, enabling customers to get the fastest, purest, and most reliable network connection.","Lubbock, TX",vexus,True,False
89396-83T,Vicorp Restaurant,Marathon Fund III(Goldner Hawn),Estimated,2001-05-02,Buyout/LBO,Public to Private,,174.9,174.9,"The company was acquired through a $174.9 million LBO on May, 2 2001.",Completed,Private Equity-Backed,Generating Revenue,"BancBoston Capital(Craig Deery), Fairmont Capital, Goldner Hawn(Michael Sweeney)",Restaurants and Bars,,"Owner and operator of a chain of restaurant franchises. The company's focus lies in operating approximately 374 mid-scale family-type restaurants, principally under the names Bakers Square and Village Inn, with concentrations in the Rocky Mountain region, upper Midwest, California, Arizona and Florida.","Denver, CO",vicorp restaurant,True,False
50592-88T,Frisch's Big Boy,NRD Partners I(NRD Capital),Actual,2015-08-24,Buyout/LBO,Public to Private,,174.5,174.5,"The company was acquired by NRD Capital through a $174.5 million public-to-private LBO on August 24, 2015. As a result of the transaction, the company was delisted.",Completed,Private Equity-Backed,Generating Revenue,NRD Capital(Aziz Hashim),Restaurants and Bars,,"Operator of full-service family-style restaurants serving across the United States. The company specializes in breakfast, soups, onion rings, hot fudge cake, tartar sauce, and seasonal pies, providing customers with a range of food dishes at an affordable price.","Cincinnati, OH",frisch's big boy,True,False
10682-02T,Blair,Golden Gate Capital Sidecar Fund II(Golden Gate Capital),Actual,2007-04-30,Buyout/LBO,Add-on,Public to Private,173.6,188.92,"The company was acquired by Appleseeds, via its financial sponsor Golden Gate Capital, through a $173.6 million public-to-private LBO on April 30, 2007.",Completed,Private Equity-Backed,Profitable,"Appleseeds(Neale Attenborough), Golden Gate Capital(Stefan Kaluzny)",Specialty Retail,"E-Commerce, TMT","Retailer of fashion apparel and accessories for men and women based in Warren, Pennsylvania. The company is engaged in operating an online apparel shop to offer menswear, such as suits, shirts, outerwear, activewear, slacks, shoes, and accessories, and womenswear, including coordinates, dresses, tops, pants, skirts, lingerie, sportswear, suits, jackets, outerwear and shoes.","Warren, PA",blair,True,False
10989-64T,Brooktrout (Telecommunications Service Providers),TowerBrook Investors(TowerBrook Capital Partners),Actual,2005-10-24,Buyout/LBO,Add-on,Public to Private,173.0,173.0,"The company was acquired by Cantata Technology, via its financial sponsors Greenview Associates, Oak Investment Partners and TowerBrook Capital Partners through a $173 million public-to-private LBO on October 24, 2005.",Completed,Private Equity-Backed,Profitable,"Cantata Technology, GV Investment Managers, Oak Investment Partners, TowerBrook Capital Partners",Telecommunications Service Providers,TMT,"Provider of innovative hardware and software platforms designed to develop new network applications, systems and services in high growth market segments. The company's hardware and software platforms focus on customers, first-to-market products and strategic acquisitions enabling it to offer voice over packet gateways and switches, enhanced services platforms, wireless infrastructure and unified communications to the market segments like the telecommunications industry. It supplies media processing, network interface, call control and signal processing products that enable the development of applications, systems and services for both the new network and the traditional telephone (TDM) network.","Needham, MA",brooktrout (telecommunications service providers),True,False
177101-83T,The New Home Company,,Actual,2021-09-08,Buyout/LBO,Public to Private,,173.0,173.0,"The company was acquired by Apollo Global Management through a $173 million public-to-private LBO on July 23, 2021.",Completed,Private Equity-Backed,Profitable,Apollo Asset Management (NYS: APO),Real Estate Services (B2C),,"Designer, builder and seller of new homes in areas of California, Arizona and Colorado. The company offers general contracting services to build homes for independent third-party property owners, enabling clients to receive homes and real estate properties as per their requirements.","Irvine, CA",the new home company,True,False
10282-06T,Checkers & Rally's,Wellspring Capital Partners IV(Wellspring Capital Management),Actual,2006-06-20,Buyout/LBO,Public to Private,,171.9,171.9,"The company was acquired through a $171.9 million LBO on June, 20 2006.",Completed,Private Equity-Backed,Generating Revenue,Wellspring Capital Management,Restaurants and Bars,,"Operator of a chain of drive-through fast food restaurants intended to serve a varied range of clients. The company offers hamburgers, hot dogs, french fries, milkshakes, and other fast food products through its chain of restaurants under the brand names Checkers and Rally's Hamburgers.","Tampa, FL",checkers & rally's,True,False
164350-45T,SMTC,H.I.G. Advantage Buyout Fund(H.I.G. Capital),Actual,2021-04-05,Buyout/LBO,Public to Private,,170.5,170.5,"The company was acquired by H.I.G. Capital through a $170.5 million public-to-private LBO on April 5, 2021. Through this acquisition, the company will enhance its integrated manufacturing service capabilities for its customers.",Completed,Private Equity-Backed,Generating Revenue,H.I.G. Capital(Phillip Wood),BPO/Outsource Services,,"Provider of end-to-end electronics manufacturing services (EMS) intended for systems integration and comprehensive testing services. The company's services include design and engineering solutions, electronic manufacturing and integration services, engineering services, post-production services, and global supply chain management, thereby offering the clients fully integrated contract manufacturing services.","Melbourne, FL",smtc,True,False
233445-07T,Computer Task Group,,Actual,2023-12-13,Buyout/LBO,Add-on,Public to Private,170.0,170.0,"The was acquired by Cegeka, via its financial sponsors Noshaq and Gimv, through an $170 million public-to-private LBO on August 9, 2023. This transaction aligns with Cegeka's long-term strategic vision for growth and ambition.",Completed,Private Equity-Backed,Profitable,"Cegeka(André Knaepen), Gimv (BRU: GIMB)(Tom Van de Voorde), Noshaq",IT Consulting and Outsourcing,TMT,"Computer Task Group Inc is engaged in providing information technology services to its clients. The company divides its services into information technology solutions and information technology & other staffing. Its segments include North America IT Solutions and Services, Europe IT Solutions and Services, and Non-Strategic Technology Services. The firm derives most of its revenues from information technology & other staffing services. It mainly caters its services to technology service providers, financial services, healthcare, manufacturing, and energy industries. The geographical segments are the United States, Luxembourg, Belgium, and other countries.","Amherst, NY",computer task group,True,False
17352-01T,Nighthawk Radiology,Providence Equity Partners V(Providence Equity Partners),Actual,2010-12-22,Buyout/LBO,Add-on,Public to Private,170.0,170.0,"The company (NASDAQ: NHWK) was acquired by Virtual Radiologic, via its financial sponsor Providence Equity Partners through a $170 million public-to-private LBO on December 22, 2010.",Completed,Private Equity-Backed,Generating Revenue,"Providence Equity Partners(Eran Broshy), Virtual Radiologic(Robert Kill)",Other Healthcare Services,,"Provider of business services and clinical workflow technology to radiology groups and hospitals in the United States. The company offers services that include preliminary reads from images generated from hospital emergency departments, used by the treating physician to determine whether any immediate action is required in response to symptoms being presented by a patient; and final and sub-specialty interpretations, including final emergent exams that provide customers with access to sub-specialty-trained radiologists.","Scottsdale, AZ",nighthawk radiology,True,False
21646-54T,IntegraMed America,Golub Capital Partners VII(Golub Capital),Actual,2012-09-20,Buyout/LBO,Public to Private,,169.54,176.05,"The company (NASDAQ:INMD) was acquired by Sagard Capital Partners through a $169.54 million public to private LBO on September 20, 2012. Golub Capital is the Sole Lead Arranger and Sole Bookrunner and provided a $95 million GOLD financing and an equity co-investment in connection with the acquisition. The company's valuation was at $176.05 million. It is assumed that Hercules Technology Growth Capital is exiting in this round.",Completed,Private Equity-Backed,Generating Revenue,"Golub Capital(Spyro Alexopoulos), Sagard(Daniel Friedberg)",Clinics/Outpatient Services,,"Provider of healthcare services based in Purchase, New York. The company supports its provider networks with a range of services that can include clinical & business information systems, marketing & sales, facilities & operations management, finance & accounting, human resources, legal, risk management, quality assurance, and fertility treatment financing programs.","Purchase, NY",integramed america,True,False
251924-14T,Whole Earth Brands,Rhone Capital VI(Rhône Group),Actual,2024-08-05,Buyout/LBO,Public to Private,,169.0,169.0,"The company was acquired by Rhône Group through a $169 million public-to-private LBO on August 5, 2024. The transaction was supported by $375 million of debt financing. The acquisition provides the company with a review of strategic alternatives to shareholders, providing them with compelling outcome in terms of maximizing value while offering immediate liquidity at a significant premium.",Completed,Private Equity-Backed,Generating Revenue,Rhône Group,Food Products,Manufacturing,"Whole Earth Brands Inc is a food company that provides access to high-quality, plant-based sweeteners, flavor enhancers and other foods through diverse portfolio of brands and products. The company operates in two segments namely, Branded CPG and Flavors & Ingredients. Its portfolio consists of three main product groups: sweeteners, adjacencies, and ingredients. Majority of the revenue is generated from the Branded CPG segment which provides a variety of sweetener formulations under brands such as Whole Earth, Pure Via, Wholesome, Swerve, Canderel, and Equal. Geographically, the company derives key revenue from North America and rest from Europe, Latin America, India, Middle East and Africa and other markets.","Chicago, IL",whole earth brands,True,False
10682-74T,North Coast Energy,"Ares Corporate Opportunities Fund(Ares Management), Cerberus Asia II(Cerberus Capital Management), Greenhill Capital Partners(GCP Capital Partners), OCM Opportunities Fund V(Brookfield Oaktree Holdings)",Actual,2004-01-26,Buyout/LBO,Add-on,Public to Private,168.0,173.55,"The company was acquired by Exco Resources, via its financial sponsors Stockwell Capital, Ares Private Equity Group, Cerberus Capital Management, Oaktree Capital Management and GCP Capital Partners, through a $168 million LBO on January 26, 2004.",Completed,Private Equity-Backed,Profitable,"Ares Management (NYS: ARES), Brookfield Oaktree Holdings(B. Ford), Cerberus Capital Management, EXCO Resources (PINX: EXCE), GCP Capital Partners(Robert Niehaus), Stockwell Capital",Energy Production,Oil & Gas,Producer of natural gas and oil in the Appalachian Basin. The company engages in producing oil and natural gas from the wells it operates.,"Twinsburg, OH",north coast energy,True,False
210795-85T,Trean Insurance Group,,Estimated,2023-04-21,Buyout/LBO,Public to Private,,167.48,316.0,"The company was acquired by Altaris Capital Partners for an estimated $168 million LBO on December 15, 2022 through a public-to-private transaction. The transaction values the company at an estimated $316 million.",Completed,Private Equity-Backed,Profitable,Altaris(Daniel Tully),Other Insurance,,"Provider of insurance management and reinsurance consulting services intended for the specialty insurance market. The company offers specialty casualty insurance products both through program partners and owned managing general agents, services including issuing carrier services, claims administration and reinsurance brokerage.","Wayzata, MN",trean insurance group,True,False
96330-43T,Inventure Foods,,Actual,2017-12-14,Buyout/LBO,Add-on,Public to Private,165.0,165.0,"The company was acquired by Utz Brands, via its financial sponsor Metropoulos & Company, through a $165 million public-to-private LBO on December 14, 2017. As a result of the transaction, the company was delisted.",Completed,Private Equity-Backed,Generating Revenue,"Metropoulos & Company(Evan Metropoulos), Utz Brands (NYS: UTZ)(Dylan Lissette)",Food Products,Manufacturing,"Manufacturer of specialty food based in Phoenix, Arizona. The company markets and manufactures specialty food brands in indulgent categories under a variety of licensed brand names, including Boulder Canyon Foods, Jamba, Rader Farms, TGI Fridays, Nathan's Famous, Vidalia Brands, Poore Brothers, Tato Skins, Willamette Valley Fruit, Bob's Texas Style, and Sin In A Tin.","Phoenix, AZ",inventure foods,True,False
72083-71T,Raymond International (US),Kelso Investment Associates I(Kelso & Company),Actual,1983-06-21,Buyout/LBO,Public to Private,Management Buyout,165.0,165.0,"The company was acquired by Kelso & Company and its management through a $165 million public-to-private LBO on June 21, 1983.",Completed,Private Equity-Backed,Generating Revenue,Kelso & Company(Michael Gordon),Construction and Engineering,Industrials,"Provider of construction services based in Houston, Texas. The company offers construction and engineering services to residential and industrial customers.","Houston, TX",raymond international (us),True,False
11056-33T,Fun Eats and Drinks,"NewCastle Investors I(NCM Services), Steel Partners II Master Fund(Steel Partners Holdings)",Actual,2006-02-27,Buyout/LBO,Public to Private,,163.48,163.48,"The company was acquired by NCM Services and Steel Partners through a $163.477 million public-to-private LBO on February 27, 2006.",Completed,Private Equity-Backed,Profitable,"NCM Services, Steel Partners Holdings (PINX: SPLP)",Restaurants and Bars,,"Operator of an entertainment restaurant chain based in Schaumburg, Illinois. The company's entertainment restaurant locations combine a comfortable and inviting social gathering place, full menu and full-service bar, audio and video systems for sports entertainment, traditional games of skill such as pocket billiards and a late-night dining and entertainment alternative, providing all activities and food in a single location.","Schaumburg, IL",fun eats and drinks,True,False
22268-53T,Insilco Technologies,"Court Square Capital Partners(Court Square), DLJ Merchant Banking Partners III(aPriori Capital Partners)",Actual,1998-08-17,Buyout/LBO,Public to Private,Recapitalization,162.64,180.71,"The company was acquired through a $162.64 million LBO on August, 17 1998.",Completed,Private Equity-Backed,Profitable,"aPriori Capital Partners(Thompson Dean), Court Square",Other Hardware,"Manufacturing, TMT","Manufacturer of interconnection and electronic components and systems. The company's range of components include modular connectors, cable assemblies, wire harnesses, power transformers, stamping and wire forms, as well as electro-mechanical sub-assemblies for networking, telecommunications and automotive applications.","Dublin, OH",insilco technologies,True,False
